transformer_id,loc,name,ser,codetx,sample_day,transformer_overall_severity_level,transformer_overall_severity_label,transformer_overall_severity_score,overall_score_type,overall_score_formula,overall_score_is_weighted,overall_score_is_failure_probability,overall_score_history_is_bounded,history_mean_status_before_current,history_status_slope_per_observation,maintenance_priority,maintenance_priority_ordinal,maintenance_priority_reason,maintenance_priority_is_weighted,maintenance_priority_score_type,critical_front_flag,critical_rule,critical_reference,critical_evidence_table,critical_evidence_gas,critical_evidence_ratio,current_fault,current_fault_group,fault_criticality_class,fault_criticality_source,current_fault_posterior_max,current_fault_entropy,diagnostic_agreement_ratio,history_record_count,history_span_days,history_max_status_before_current,history_nonzero_status_record_count,history_abnormal_record_count,history_critical_record_count,history_abnormal_record_ratio,history_critical_record_ratio,history_fault_occurrence_count,history_dominant_fault,history_fault_entropy,history_dominant_fault_count,history_recurrent_fault_fraction,history_current_fault_recurrence_fraction,history_fault_persistence,history_worsening_transition_count,history_improving_transition_count,history_stable_transition_count,history_observed_transition_count,history_worsening_transition_ratio,history_improving_transition_ratio,history_has_observed_trend,single_record_transformer,history_data_sufficiency_level,current_standardized_exceedance,current_concentration_exceedance_ratio,current_delta_exceedance_ratio,current_rate_exceedance_ratio,current_status3_standardized_exceedance,current_delta_exceedance,current_standard_trigger_count,historical_max_standardized_exceedance,table1_exceed_count,table2_exceed_count,table3_exceed_count,table4_exceed_count,ieee_table1_exceeding_gases,ieee_table2_exceeding_gases,ieee_table3_exceeding_gases,ieee_table4_exceeding_gases,ieee_confirmation_required,ieee_delta_available,ieee_rate_available,ieee_rate_span_months,rank,rank_tie,rank_group_size,severity_rank_within_class,severity_class_size,severity_rank_text,rank_percentile,relative_fleet_rank_percentile,fleet_rank_percentile,priority_score,priority_score_type,severity_priority_score_type,severity_evidence_vector,ranking_policy,ranking_is_weighted,ranking_is_health_score,ranking_uses_record_count_as_severity,ranking_uses_fault_criticality_as_severity,recommended_action,maintenance_priority_rank,maintenance_priority_rank_percentile,pareto_dominance_count,pareto_front,pareto_interpretation
3900063,MM3,KT9AC,3900063,MM3KT9AC,2024-04-21,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.5789473684210527,-0.01804511278195491,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.8915588129960819,0.1828910615778797,50.0,20,1808.0,3,19,10,2,0.5,0.1,18,DISCHARGE,0.45056120886630463,15,0.8333333333333334,0.8333333333333334,3,5,4,10,19,0.2631578947368421,0.21052631578947367,True,False,2,1.0,1.0,2.4285714285714284,1.0,1.0,1,1,1.4666666666666666,0,0,1,0,[],[],['c2h6'],[],True,True,False,,488,False,1,102,174,102/174,22.2,22.2,22.2,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.4666666666666666,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,488,22.2,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
04900005,BSP2,KT1AB,04900005,BSP2KT1AB,2024-04-20,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.8571428571428572,0.10714285714285704,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.8915588129960819,0.1828910615778797,0.0,8,1454.0,3,7,6,1,0.75,0.125,7,DISCHARGE,0.5982695885852573,5,0.7142857142857143,0.7142857142857143,1,2,2,3,7,0.2857142857142857,0.2857142857142857,True,False,2,1.0,1.0,1.15,1.0,1.0,1,1,1.2,0,0,1,0,[],[],['c2h4'],[],True,True,False,,489,False,1,103,174,103/174,22.0,22.0,22.0,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.2,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,489,22.0,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
01900069,PDG,KT1AC,01900069,PDGKT1AC,2024-04-21,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.6666666666666667,0.021978021978022035,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T2,THERMAL,ELEVATED_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.6769241315763153,0.323361020210662,75.0,13,1863.0,3,12,7,2,0.5384615384615384,0.15384615384615385,8,MIXED,0.6931471805599453,4,0.5,0.5,1,3,3,6,12,0.25,0.25,True,False,2,1.0,1.0,1.36,1.0,1.0,1,1,1.175,0,0,1,0,[],[],['co2'],[],True,True,True,19.08829568788501,490,False,1,104,174,104/174,21.9,21.9,21.9,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.175,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,490,21.9,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
GBK604203,NR2,KT4A,GBK604203,NR2KT4A,2024-02-26,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.375,0.18333333333333332,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.5397634005135761,0.5819741203210251,50.0,9,1431.0,3,8,3,1,0.3333333333333333,0.1111111111111111,9,DISCHARGE,0.5297061990576545,7,0.7777777777777778,0.2222222222222222,2,1,1,6,8,0.125,0.125,True,False,2,1.0,1.0,1.2,1.0,1.0,1,1,1.1,0,0,1,0,[],[],['ch4'],[],True,True,False,,491,False,1,105,174,105/174,21.7,21.7,21.7,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.1,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,491,21.7,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
60538001,RN,KT1A,60538001,RNKT1A,2023-11-25,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.0,0.2142857142857142,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.7345359077258119,0.3359770188856419,50.0,7,1701.0,3,6,5,2,0.7142857142857143,0.2857142857142857,7,DISCHARGE,0.5982695885852573,5,0.7142857142857143,0.7142857142857143,2,2,2,2,6,0.3333333333333333,0.3333333333333333,True,False,2,1.0,1.0,1.4857142857142858,1.0,1.0,1,1,1.075,0,0,1,0,[],[],['co'],[],True,True,False,,492,False,1,106,174,106/174,21.6,21.6,21.6,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.075,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,492,21.6,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
7212507001,VRK-P,KT1A,7212507001,VRK-PKT1A,2024-04-08,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.375,0.03333333333333342,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9275791083979198,0.13355734230319688,75.0,9,1687.0,3,8,3,1,0.3333333333333333,0.1111111111111111,8,DISCHARGE,0.6615632381579821,5,0.625,0.375,1,2,2,4,8,0.25,0.25,True,False,2,1.0,1.0,1.4,1.0,1.0,1,1,1.05,0,0,1,0,[],[],['ch4'],[],True,True,True,16.689938398357288,493,True,2,107,174,107/174,21.4,21.4,21.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.05,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,493,21.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
91900021,RE1,KT4A,91900021,RE1KT4A,2024-02-11,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.4545454545454546,-0.0419580419580419,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.8915588129960819,0.1828910615778797,50.0,12,1800.0,3,11,5,1,0.4166666666666667,0.08333333333333333,8,THERMAL,0.5623351446188083,6,0.75,0.25,1,2,2,7,11,0.18181818181818182,0.18181818181818182,True,False,2,1.0,1.0,1.1428571428571428,1.0,1.0,1,1,1.05,0,0,1,0,[],[],['c2h6'],[],True,True,True,23.917864476386036,493,True,2,108,174,108/174,21.4,21.4,21.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.05,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,493,21.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
103727,HH,KT1A,103727,HHKT1A,2024-02-10,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.625,0.08333333333333336,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.8915588129960819,0.1828910615778797,50.0,9,1848.0,3,8,4,2,0.4444444444444444,0.2222222222222222,9,DISCHARGE,0.6365141682948128,6,0.6666666666666666,0.6666666666666666,4,3,2,3,8,0.375,0.25,True,False,2,1.0,1.0,1.1,1.0,1.0,1,1,1.0,0,0,1,0,[],[],['ch4'],[],True,True,True,23.392197125256672,495,True,4,109,174,109/174,21.1,21.1,21.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,495,21.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
3A431001,BB,KT2A,3A431001,BBKT2A,2023-01-22,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.0,0.4,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.8915588129960819,0.1828910615778797,50.0,5,1283.0,3,4,3,2,0.6,0.4,4,DISCHARGE,0.5623351446188083,3,0.75,0.75,2,1,1,2,4,0.25,0.25,True,False,2,1.0,1.0,2.0,1.0,1.0,1,1,1.0,0,0,1,0,[],[],['c2h6'],[],True,True,False,,495,True,4,110,174,110/174,21.1,21.1,21.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,495,21.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
4710127,TW,KT1A,4710127,TWKT1A,2024-02-17,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.2857142857142858,0.20238095238095233,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,ABSTAIN,ABSTAIN,UNKNOWN,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9983246557470974,0.006420071103128794,66.7,8,1556.0,3,7,2,1,0.25,0.125,3,DISCHARGE,0.6365141682948128,2,0.6666666666666666,0.0,1,1,1,5,7,0.14285714285714285,0.14285714285714285,True,False,2,1.0,1.0,1.9,1.0,1.0,1,1,1.0,0,0,1,0,[],[],['ch4'],[],True,True,True,18.8911704312115,495,True,4,111,174,111/174,21.1,21.1,21.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,495,21.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
91900018,TTK,KT4A,91900018,TTKKT4A,2023-12-16,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.0,0.21428571428571422,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.43437460769623604,0.6058326957290925,50.0,8,1547.0,3,7,5,3,0.625,0.375,7,DISCHARGE,0.6829081047004717,4,0.5714285714285714,0.5714285714285714,1,3,2,2,7,0.42857142857142855,0.2857142857142857,True,False,2,1.0,1.0,1.8,1.0,1.0,1,1,1.0,0,0,1,0,[],[],['ch4'],[],True,True,False,,495,True,4,112,174,112/174,21.1,21.1,21.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|3|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,495,21.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8144950,LS,KT1A,8144950,LSKT1A,2023-12-15,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.75,0.08333333333333341,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.43437460769623604,0.6058326957290925,50.0,9,1553.0,2,8,7,0,0.7777777777777778,0.0,8,THERMAL,0.5623351446188083,6,0.75,0.25,1,2,1,5,8,0.25,0.125,True,False,2,1.0,1.0,1.7,1.0,1.0,1,1,1.6,0,0,1,0,[],[],['ch4'],[],True,True,False,,499,False,1,113,174,113/174,20.4,20.4,20.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|2|1.6,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,499,20.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
05900003,MM3,KT3AC,05900003,MM3KT3AC,2024-04-21,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.125,0.11666666666666668,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9275791083979198,0.13355734230319688,75.0,9,1401.0,2,8,2,0,0.2222222222222222,0.0,6,DISCHARGE,0.45056120886630463,5,0.8333333333333334,0.16666666666666666,1,1,0,7,8,0.125,0.0,True,False,2,1.0,1.0,2.4285714285714284,1.0,1.0,1,1,1.2,0,0,1,0,[],[],['c2h6'],[],True,True,False,,500,True,2,114,174,114/174,20.3,20.3,20.3,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|2|1.2,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,500,20.3,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
4710128,TW,KT2A,4710128,TWKT2A,2024-02-17,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.2857142857142858,0.17857142857142852,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.8915588129960819,0.1828910615778797,50.0,8,1556.0,2,7,3,0,0.375,0.0,3,THERMAL,0.6365141682948128,2,0.6666666666666666,0.3333333333333333,1,1,0,6,7,0.14285714285714285,0.0,True,False,2,1.0,1.0,1.6,1.0,1.0,1,1,1.2,0,0,1,0,[],[],['ch4'],[],True,True,False,,500,True,2,115,174,115/174,20.3,20.3,20.3,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|2|1.2,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,500,20.3,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
05900002,MM3,KT3AB,05900002,MM3KT3AB,2024-04-21,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.125,0.11666666666666668,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,ABSTAIN,ABSTAIN,UNKNOWN,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9983246557470974,0.006420071103128794,100.0,9,1401.0,2,8,2,0,0.2222222222222222,0.0,5,DISCHARGE,0.5004024235381879,4,0.8,0.0,4,1,0,7,8,0.125,0.0,True,False,2,1.0,1.0,2.142857142857143,1.0,1.0,1,1,1.0,0,0,1,0,[],[],['c2h6'],[],True,True,False,,502,True,3,116,174,116/174,20.0,20.0,20.0,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|2|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,502,20.0,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
57026,ST,KT1A,57026,STKT1A,2024-04-24,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.2,0.11428571428571427,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.43437460769623604,0.6058326957290925,50.0,6,1831.0,2,5,2,0,0.3333333333333333,0.0,5,DISCHARGE,-0.0,5,1.0,1.0,5,2,1,2,5,0.4,0.2,True,False,2,1.0,1.0,1.7142857142857142,1.0,1.0,1,1,1.0,0,0,1,0,[],[],['c2h6'],[],True,True,True,23.129363449691994,502,True,3,117,174,117/174,20.0,20.0,20.0,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|1|1|1.0|1.0|1.0|2|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,502,20.0,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
